id,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12
277,57,82,32,44,95,69,19,13,63,88,38,25,75,50,100,37,88,12,62,43,94,18,69,6
278,76,51,0,0,51,76,25,38,89,63,13,19,56,31,81,31,81,6,56,18,69,44,94,12
279,70,95,44,32,82,57,7,10,60,85,35,48,62,37,88,50,100,25,75,21,72,47,97,34
280,98,73,22,16,66,92,41,29,79,54,3,5,85,9,59,40,91,15,66,3,53,28,78,4
281,55,81,30,43,93,68,18,24,74,100,49,37,55,29,80,42,92,17,67,36,86,10,61,23
282,87,62,11,8,59,84,33,46,96,71,21,14,74,48,99,45,96,20,70,7,58,33,83,14
283,65,90,40,27,78,52,2,3,53,78,28,40,64,39,89,26,77,1,51,16,66,41,92,29
284,91,66,15,22,72,97,47,34,85,59,9,12,79,3,54,48,98,22,73,10,60,35,85,32
285,63,88,37,50,100,75,25,18,69,94,44,31,82,6,57,19,70,44,95,0,51,25,76,38
286,81,56,6,4,55,80,29,42,93,67,17,23,89,13,63,43,93,18,68,5,55,30,81,24
287,74,99,48,36,86,61,10,7,58,83,33,45,74,49,100,36,87,11,62,8,59,33,84,46
288,96,70,20,14,64,89,39,26,77,52,1,1,96,21,71,27,77,2,52,14,65,40,90,10
289,51,76,26,38,89,64,13,20,70,95,45,32,61,35,86,48,98,23,73,29,79,4,54,16
290,83,57,7,10,61,86,35,48,98,73,23,16,67,42,92,38,89,13,64,1,51,26,76,20
291,67,92,42,29,80,54,4,5,56,81,31,43,70,45,95,32,83,7,57,37,87,12,62,24
292,94,68,18,24,75,100,50,37,87,62,12,9,75,49,100,5,56,31,81,43,94,18,68,15
293,59,84,34,46,97,72,21,15,65,91,40,27,65,40,91,27,78,2,53,46,97,21,72,8
294,78,53,2,1,52,77,27,39,90,65,14,20,59,34,84,49,99,23,74,11,61,36,87,17
295,71,96,46,33,83,58,8,11,61,87,36,49,68,42,93,30,80,5,55,1,52,27,77,39
296,99,74,23,17,68,93,42,30,80,55,5,3,90,14,64,33,83,8,58,20,71,46,96,22
297,53,79,28,41,91,66,16,22,72,98,47,35,72,47,98,34,85,9,60,41,91,16,66,3
298,85,60,9,6,57,82,31,44,94,69,19,12,53,28,79,25,76,0,50,12,63,38,88,6
299,63,88,38,25,76,50,0,0,50,75,25,38,57,31,82,44,94,19,69,44,94,19,69,6
300,88,63,12,19,69,94,44,31,82,57,6,9,56,31,82,12,63,38,88,25,75,0,50,3
301,60,85,34,47,98,72,22,16,66,91,41,28,53,28,79,41,91,15,66,34,85,9,60,22
302,79,53,3,4,55,80,30,42,93,68,17,23,72,47,98,20,71,45,96,33,83,8,58,39
303,74,99,49,36,87,61,11,8,58,83,33,45,90,14,64,1,52,27,77,30,80,4,55,17
304,96,71,20,14,64,90,39,27,77,52,1,2,68,42,93,11,61,36,86,49,99,23,74,8
305,53,78,27,40,90,65,15,21,72,97,46,34,59,34,84,46,97,21,71,27,78,2,53,15
306,84,59,8,12,62,87,37,49,100,75,24,18,65,40,90,43,94,18,68,5,56,30,81,24
307,68,94,43,30,81,56,5,4,54,79,29,42,75,49,100,37,87,12,62,32,83,7,57,19
308,92,67,16,23,73,98,48,35,86,60,10,7,70,45,95,0,51,26,76,38,89,13,64,16
309,57,83,32,45,95,70,19,13,64,89,38,26,67,41,92,29,79,4,54,48,98,23,73,10
310,76,51,1,1,51,77,26,39,89,64,14,20,60,35,86,14,65,40,90,27,77,2,52,46
311,70,96,45,32,83,58,7,10,61,86,36,48,96,21,71,8,58,33,84,36,87,11,62,24
312,99,73,23,17,67,92,42,29,80,55,4,6,74,49,99,5,55,30,81,43,93,17,68,38
313,56,81,31,44,94,69,18,25,75,100,50,37,88,13,63,0,51,25,76,19,70,44,95,32
314,88,62,12,9,59,85,34,47,97,72,21,15,82,6,57,10,60,35,85,47,98,22,73,28
315,66,91,40,28,78,53,2,2,52,77,27,40,79,3,54,16,66,41,92,26,77,1,51,13
316,90,65,14,21,71,96,46,33,84,59,8,11,64,39,89,7,58,32,83,45,96,20,70,23
317,62,87,36,49,100,74,24,17,68,93,43,30,73,48,99,36,86,10,61,42,92,17,67,4
318,81,55,5,3,54,79,29,41,92,66,16,22,55,29,80,2,53,28,78,40,91,15,66,34
319,73,98,47,35,85,60,10,6,57,82,32,44,84,9,59,21,72,47,97,50,100,25,75,12
320,95,70,19,13,63,88,38,25,76,51,0,0,62,37,88,18,69,43,94,31,81,6,56,6
321,50,76,25,38,88,63,13,19,69,95,44,31,56,31,82,44,94,18,69,37,88,12,63,25
322,82,57,6,9,60,85,35,47,98,73,22,16,75,50,100,47,97,22,72,9,59,34,85,15
323,66,91,41,28,79,54,3,5,55,80,30,43,66,41,91,28,78,3,53,29,80,4,55,17
324,93,68,17,24,74,99,49,36,87,61,11,8,67,42,93,11,61,36,86,48,99,23,74,20
325,58,84,33,46,96,71,20,14,65,90,39,27,70,45,96,33,83,7,58,39,89,14,64,1
326,77,52,2,2,53,78,28,40,91,65,15,21,52,26,77,41,92,16,67,3,54,29,79,22
327,72,97,46,34,84,59,9,12,62,87,37,50,73,48,98,35,85,10,60,7,57,32,82,44
328,100,75,24,18,69,94,43,31,81,56,5,4,95,19,70,26,76,0,51,13,63,38,89,18
329,54,80,29,42,92,67,16,23,73,99,48,35,68,43,93,30,81,5,55,49,100,24,74,11
330,86,61,10,7,58,83,32,45,95,70,20,13,62,37,87,33,84,8,59,21,71,46,97,2
331,64,89,39,26,76,51,1,0,51,76,26,38,52,27,78,40,90,14,65,35,86,10,61,23
332,89,63,13,19,70,95,45,32,82,57,7,10,73,48,98,4,54,29,80,42,92,16,67,13
333,60,86,35,48,98,73,22,16,67,92,41,29,64,39,89,26,76,1,51,45,95,20,70,7
334,79,54,3,5,56,81,30,43,93,68,18,24,57,32,83,12,62,37,87,50,100,24,75,31
335,74,100,49,37,87,62,11,8,59,84,33,46,81,5,56,18,69,43,94,40,91,15,65,2
336,97,71,21,15,65,90,40,27,78,52,2,1,53,27,78,21,72,46,97,34,84,9,59,24
337,52,77,26,39,89,64,14,20,71,96,45,33,74,49,99,36,87,11,61,42,93,17,68,5
338,83,58,7,11,61,86,36,48,99,74,23,17,55,30,80,27,77,1,52,14,65,39,90,8
339,67,93,42,30,80,55,4,3,53,78,28,41,58,33,84,46,96,20,71,47,98,22,72,9
340,91,66,15,22,72,97,47,34,85,59,9,6,60,35,85,16,66,41,91,28,79,3,54,0
341,56,82,31,44,94,69,18,12,63,88,37,25,50,25,76,38,88,13,63,31,82,6,57,19
342,75,50,0,0,50,75,25,37,88,63,12,18,69,44,95,47,98,22,72,9,60,34,85,15
343,69,94,44,31,82,56,6,9,60,85,34,47,66,41,91,28,79,3,53,0,50,25,75,38
344,97,72,22,15,66,91,41,28,78,53,3,4,88,12,63,31,82,6,56,19,69,44,94,23
345,55,80,30,42,93,67,17,23,74,99,48,36,74,49,99,36,86,11,61,42,93,17,68,4
346,86,61,11,7,58,83,33,45,96,71,20,14,55,30,80,27,77,1,52,14,64,39,90,8
347,64,89,39,26,77,52,1,2,52,78,27,40,58,33,83,45,96,20,71,12,62,37,87,49
348,90,65,15,21,71,97,46,33,84,59,8,11,100,24,75,30,81,5,56,18,68,43,94,40
349,62,87,37,49,100,74,24,18,68,93,43,30,90,15,65,2,53,27,78,21,71,46,97,34
350,81,56,5,3,54,79,29,41,92,67,16,22,84,8,59,35,86,10,60,23,73,48,98,4
351,73,98,48,35,86,60,10,7,57,82,32,45,54,29,79,42,92,16,67,13,64,38,89,26
352,95,70,19,13,63,89,38,26,76,51,0,1,76,0,51,45,95,19,70,7,57,32,83,17
353,51,76,26,39,89,64,13,20,70,95,45,32,68,43,93,30,81,5,55,49,99,24,74,11
354,83,58,7,10,61,86,35,48,99,73,23,17,62,36,87,33,84,8,58,21,71,46,96,2
355,67,92,42,29,80,54,4,5,56,81,31,43,52,27,77,40,90,14,65,41,92,16,66,3
356,94,69,18,24,75,100,50,37,88,62,12,9,54,28,79,22,73,47,98,35,85,10,60,6
357,59,84,34,46,97,72,21,15,65,91,40,28,57,32,82,44,95,19,70,25,76,0,51,13
358,78,53,2,2,52,77,27,39,90,65,14,20,63,38,88,29,80,4,55,17,67,42,92,10
359,71,96,46,33,84,58,8,11,61,87,36,49,61,36,86,48,99,23,73,20,70,45,96,32
360,99,74,24,17,68,93,43,30,80,55,5,3,83,7,58,39,89,14,64,1,51,26,77,6
361,54,79,28,41,91,66,16,22,73,98,47,35,56,31,81,43,94,18,69,37,88,12,62,25
362,85,60,9,6,57,82,31,44,95,69,19,13,75,50,100,47,97,21,72,9,59,34,85,15
363,63,88,38,25,76,50,0,0,51,76,25,38,66,40,91,28,78,2,53,3,53,28,78,41
364,88,63,13,19,70,95,44,32,82,57,6,10,91,15,66,34,85,9,59,22,72,47,97,50
365,60,85,35,47,98,73,22,16,66,92,41,29,100,25,75,12,63,37,88,18,69,44,94,31
366,79,54,3,5,55,81,30,43,93,68,17,24,82,6,56,26,77,1,52,14,64,39,89,7
367,74,100,49,36,87,62,11,8,59,84,33,46,58,33,83,45,96,20,70,23,74,48,99,36
368,96,71,21,14,65,90,40,27,77,52,2,3,86,11,61,42,93,17,67,4,55,29,80,38
369,53,78,28,40,91,66,15,21,72,97,47,34,89,13,63,0,51,26,76,19,70,44,95,32
370,85,59,9,12,62,88,37,50,100,75,25,18,82,7,57,10,60,35,85,48,98,22,73,29
371,69,94,44,31,81,56,6,4,55,80,29,42,79,3,54,16,67,41,92,14,65,40,90,27
372,92,67,17,23,74,99,48,36,86,61,10,7,78,2,52,46,97,21,71,8,59,33,84,37
373,58,83,32,45,96,70,20,14,64,89,39,26,87,11,62,24,74,49,100,5,56,30,81,43
374,77,51,1,1,51,76,26,38,89,64,13,19,93,18,68,32,83,7,57,20,70,45,95,1
375,70,95,45,32,83,57,7,10,60,86,35,48,51,26,76,39,89,13,64,16,67,42,92,29
376,98,73,23,16,67,92,42,29,79,54,4,5,80,4,54,48,99,23,73,10,61,35,86,9
377,56,81,31,43,94,68,18,24,75,100,49,37,59,34,84,46,97,21,72,28,78,2,53,15
378,87,62,12,8,59,84,34,46,97,72,21,15,65,40,91,43,94,18,69,5,56,31,81,24
379,65,90,40,27,78,53,2,1,52,77,27,39,75,50,100,37,87,12,62,20,71,46,96,33
380,90,64,14,20,71,96,46,33,83,58,8,11,84,8,58,39,90,14,65,1,52,27,77,30
381,61,87,36,49,99,74,23,17,68,93,42,30,80,5,55,17,68,42,93,11,61,36,87,49
382,80,55,4,3,53,79,28,41,91,66,16,22,99,24,74,44,95,19,69,6,57,31,82,13
383,72,98,47,34,85,60,9,6,57,82,31,44,63,38,88,25,76,0,50,3,54,28,79,41
384,94,69,19,12,63,88,38,25,75,50,0,0,91,16,66,35,85,9,60,22,72,47,98,22
385,50,76,25,38,88,63,12,19,69,95,44,31,72,47,97,34,85,9,60,41,91,15,66,3
386,82,57,6,9,60,85,35,47,98,72,22,16,53,28,78,25,75,0,50,12,63,37,88,6
387,66,91,41,28,79,53,3,5,55,80,30,42,56,31,82,44,94,19,69,49,99,23,74,11
388,93,68,17,24,74,99,49,36,87,61,11,8,61,36,86,17,67,42,93,30,80,4,55,1
389,58,83,33,46,96,71,20,14,65,90,39,27,52,26,77,39,90,14,64,33,83,7,58,20
390,77,52,1,2,53,78,27,40,91,65,15,21,71,45,96,37,87,11,62,24,75,49,100,5
391,72,97,46,34,84,59,9,12,62,87,37,50,56,30,81,43,93,18,68,15,65,40,90,27
392,100,75,24,18,68,94,43,31,81,56,5,4,78,2,52,46,97,21,71,8,59,34,84,10
393,54,80,29,42,92,67,16,23,73,98,48,35,60,35,86,48,98,22,73,29,79,4,54,16
394,86,61,10,7,57,83,32,45,95,70,20,13,67,41,92,38,89,13,63,0,51,26,76,19
395,64,89,38,26,76,51,1,1,52,77,26,39,70,45,95,32,82,7,57,43,93,17,68,5
396,89,64,14,20,70,96,45,33,83,58,7,10,55,30,80,24,74,49,99,36,87,11,62,8
397,61,86,36,48,99,74,23,17,67,93,42,29,58,33,84,46,96,21,71,27,77,2,52,14
398,80,55,4,6,56,81,31,44,94,69,18,25,65,39,90,16,66,41,92,28,79,3,54,47
399,75,100,50,37,88,63,12,9,59,85,34,47,98,22,73,9,60,35,85,32,82,6,57,19
400,97,72,22,15,66,91,40,28,78,53,3,2,69,44,95,0,50,25,76,38,88,13,63,4
401,52,78,27,40,90,65,14,21,71,96,46,33,54,29,80,42,92,17,67,35,86,10,61,23
402,84,59,8,11,62,87,37,49,100,74,24,18,73,48,99,45,95,20,70,7,58,32,83,13
403,68,93,43,30,81,55,5,3,54,79,29,41,64,39,89,26,77,1,51,31,81,6,56,18
404,92,67,16,22,73,98,48,35,85,60,10,7,69,43,94,12,62,37,88,50,100,24,75,21
405,57,82,32,44,95,70,19,13,63,89,38,25,72,47,97,34,84,9,59,40,91,15,65,2
406,76,51,0,0,51,76,25,38,88,63,13,19,53,28,78,28,78,3,53,15,66,40,91,9
407,69,95,44,32,82,57,6,10,60,85,35,47,59,34,85,47,97,21,72,25,75,50,100,37
408,98,73,22,16,66,92,41,28,79,54,3,5,88,12,63,44,94,18,69,6,56,31,81,1
409,55,81,30,43,93,68,17,24,74,99,49,36,51,26,77,39,89,14,64,33,83,7,58,20
410,87,62,11,8,58,84,33,46,96,71,21,14,70,45,96,48,99,23,74,10,61,36,86,17
411,65,90,39,27,77,52,2,2,53,78,28,40,67,42,92,29,80,4,55,13,63,38,89,25
412,91,66,15,21,72,97,47,34,84,59,9,12,76,0,51,44,95,19,70,6,57,32,82,35
413,62,88,37,50,100,75,24,18,69,94,43,31,85,10,60,22,73,48,98,3,54,29,79,41
414,81,56,6,4,54,80,29,42,92,67,17,23,92,16,66,40,90,14,65,2,52,27,78,21
415,73,99,48,36,86,61,10,7,58,83,32,45,71,46,96,33,84,8,59,11,62,36,87,49
416,95,70,20,13,64,89,39,26,77,51,1,0,100,24,74,30,81,5,55,18,68,43,93,7
417,51,76,26,38,89,64,13,19,70,95,45,32,57,32,83,45,95,20,70,26,76,1,51,13
418,82,57,7,10,60,86,35,48,98,73,23,16,64,38,89,42,92,16,67,4,54,29,79,23
419,67,92,41,29,79,54,4,5,56,81,30,43,73,48,98,35,86,10,61,34,84,8,59,21
420,94,68,18,24,75,100,49,37,87,62,11,8,72,46,97,2,53,27,78,40,91,15,65,18
421,59,84,34,46,97,71,21,15,65,90,40,27,68,43,94,31,81,5,56,49,100,24,75,12
422,78,53,2,1,52,77,26,39,90,64,14,20,62,37,87,46,96,20,71,8,58,33,83,14
423,71,96,45,33,83,58,8,11,61,86,36,49,64,39,90,27,77,1,52,5,55,30,80,42
424,99,74,23,17,67,93,42,30,80,55,4,3,93,17,68,36,87,11,61,23,74,49,99,19
425,53,79,28,41,91,66,15,22,72,97,47,34,69,44,94,31,82,6,57,38,88,12,63,0
426,85,60,9,6,56,82,31,44,94,69,19,12,50,25,76,28,79,3,53,16,66,41,91,9
427,63,88,38,25,75,50,0,0,50,75,25,38,60,35,85,47,98,22,72,9,60,34,85,47
428,88,63,12,19,69,94,44,31,82,56,6,9,97,22,72,28,78,3,53,15,66,41,91,37
429,60,85,34,47,98,72,22,15,66,91,41,28,88,12,63,0,50,25,75,18,69,44,94,31
430,79,53,3,4,55,80,30,42,93,68,17,23,82,6,56,36,86,11,61,23,74,48,99,4
431,74,99,49,36,86,61,11,8,58,83,33,45,55,30,80,42,93,17,67,14,64,39,89,26
432,96,71,20,14,64,90,39,27,77,52,1,2,77,1,52,45,96,20,71,7,58,33,83,49
433,53,78,27,40,90,65,15,21,71,97,46,34,100,24,74,11,62,37,87,18,68,43,93,30
434,84,59,8,12,62,87,37,49,100,75,24,18,81,5,56,2,52,27,78,40,90,15,65,33
435,68,94,43,30,81,56,5,4,54,79,29,42,84,8,59,21,71,46,97,22,73,48,98,35
436,92,67,16,23,73,98,48,35,86,60,10,7,86,10,60,41,92,16,67,3,54,29,79,26
437,57,83,32,45,95,70,19,13,64,89,38,26,76,0,51,13,63,38,89,7,57,32,82,45
438,76,51,0,1,51,77,26,39,89,64,14,20,95,19,70,30,80,5,55,17,68,43,93,11
439,70,96,45,32,83,58,7,10,61,86,36,48,61,36,87,49,99,24,74,20,71,46,96,33
440,99,73,23,17,67,92,42,29,80,55,4,6,84,8,58,39,90,14,65,2,52,27,77,3
441,56,81,31,43,94,69,18,25,75,100,50,37,54,28,79,41,91,16,66,35,85,9,60,22
442,88,62,12,9,59,85,34,47,97,72,21,15,73,47,98,44,95,19,69,6,57,31,82,13
443,66,91,40,28,78,53,2,2,52,77,27,40,63,38,88,25,76,0,50,17,67,42,92,29
444,90,65,14,21,71,96,46,33,84,58,8,11,80,4,54,48,99,23,73,10,61,35,86,32
445,62,87,36,49,99,74,24,17,68,93,43,30,83,7,58,20,70,45,95,1,51,26,76,39
446,81,55,5,3,54,79,28,41,92,66,16,22,89,13,64,43,94,18,69,5,56,31,81,24
447,73,98,47,35,85,60,10,6,57,82,32,44,75,50,100,37,88,12,62,9,59,34,84,46
448,95,70,19,13,63,88,38,25,76,51,0,0,97,21,72,28,78,2,53,15,65,40,91,40
449,51,76,26,38,89,63,13,19,70,95,44,32,91,15,66,3,53,28,78,21,72,47,97,34
450,82,57,7,10,60,85,35,48,98,73,22,16,85,9,59,12,62,37,88,50,100,25,75,31
451,67,92,41,29,79,54,3,5,56,81,30,43,81,6,56,18,69,44,94,14,64,39,89,26
452,93,68,18,24,74,100,49,37,87,62,11,8,77,1,51,45,96,20,70,7,58,32,83,36
453,59,84,33,46,97,71,21,14,65,90,40,27,86,10,61,23,74,48,99,4,55,29,80,42
454,78,52,2,3,53,78,28,41,91,66,15,22,92,17,67,0,51,25,76,38,88,13,63,32
455,72,97,47,34,85,59,9,12,63,88,37,50,82,6,57,19,70,44,95,47,98,22,73,10
456,100,75,25,18,69,94,44,31,82,56,6,4,60,35,85,16,66,41,92,29,79,3,54,27
457,55,80,29,42,93,67,17,23,74,99,48,36,77,2,52,14,65,40,90,8,59,33,84,46
458,86,61,11,7,58,83,33,45,96,70,20,14,96,21,71,24,74,49,100,36,87,11,62,43
459,64,89,39,26,77,52,1,1,51,76,26,39,93,17,68,5,55,30,81,19,70,45,95,32
460,89,64,13,20,70,95,45,32,83,57,7,10,83,7,57,38,89,13,64,1,51,26,76,29
461,61,86,35,48,99,73,23,16,67,92,42,29,79,4,54,16,67,42,92,10,60,35,86,48
462,80,54,4,5,56,81,31,43,94,69,18,24,98,23,73,46,97,21,72,8,59,34,84,15
463,75,100,50,37,87,62,12,9,59,84,34,46,65,40,90,27,78,2,53,5,56,31,81,43
464,97,72,21,15,65,91,40,28,78,53,2,1,94,18,68,37,87,12,62,24,75,49,100,33
465,52,77,27,39,90,65,14,20,71,96,46,33,83,8,58,20,71,46,96,1,52,27,77,39
466,84,58,8,11,61,87,36,49,99,74,24,17,90,14,64,17,68,42,93,30,80,4,55,49
467,68,93,42,30,80,55,5,3,54,79,28,41,99,23,74,11,61,36,87,6,57,31,82,44
468,91,66,16,22,72,98,47,35,85,60,9,6,94,19,69,25,75,0,50,12,63,38,88,41
469,57,82,31,44,95,69,19,13,63,88,38,25,91,16,66,3,53,28,79,22,72,47,98,34
470,76,50,0,0,50,76,25,38,88,63,12,19,85,9,60,34,85,9,60,22,72,47,97,3
471,69,94,44,31,82,57,6,9,60,85,35,47,53,28,79,41,91,15,66,12,63,38,88,25
472,98,72,22,16,66,91,41,28,79,53,3,5,75,0,50,44,94,19,69,6,56,31,82,11
473,55,80,30,42,93,68,17,23,74,99,49,36,61,36,86,49,99,23,74,30,80,4,55,17
474,87,61,11,8,58,83,33,46,96,71,20,14,67,42,93,39,90,14,64,1,52,26,77,20
475,64,90,39,27,77,52,1,2,53,78,27,40,71,45,96,33,83,8,58,24,75,49,100,37
476,91,65,15,21,72,97,46,34,84,59,8,12,87,11,62,43,94,18,68,5,56,30,81,27
477,62,87,37,49,100,75,24,18,68,94,43,31,78,2,53,15,65,40,90,8,59,34,84,46
478,81,56,5,4,54,79,29,42,92,67,16,23,97,21,71,48,98,23,73,10,60,35,86,16
479,73,98,48,35,86,61,10,7,57,83,32,45,67,41,92,29,79,4,54,0,51,26,76,38
480,95,70,20,13,64,89,38,26,76,51,1,1,89,13,64,32,82,7,57,19,70,45,95,5
481,51,77,26,39,89,64,14,20,70,96,45,33,55,30,81,43,93,17,68,36,87,11,62,24
482,83,58,7,10,61,86,36,48,99,74,23,17,74,49,99,46,96,21,71,8,58,33,84,14
483,67,92,42,29,80,55,4,6,56,81,31,44,65,39,90,27,77,2,52,28,79,3,54,16
484,94,69,18,25,75,100,50,37,88,63,12,9,66,41,92,10,60,35,85,47,98,22,73,19
485,59,85,34,47,97,72,21,15,66,91,40,28,69,44,95,32,82,6,57,38,88,13,63,0
486,78,53,3,2,52,78,27,40,90,65,14,21,51,25,76,42,92,17,67,4,54,29,80,23
487,71,96,46,33,84,59,8,11,62,87,36,49,73,48,99,36,86,10,61,7,58,32,83,45
488,100,74,24,18,68,93,43,30,81,55,5,3,95,20,70,26,77,1,51,13,64,39,89,18
489,54,79,29,41,92,66,16,22,73,98,48,35,69,43,94,31,81,6,56,50,100,24,75,12
490,85,60,10,6,57,82,32,44,95,70,19,13,62,37,88,34,84,9,59,21,72,47,97,2
491,63,89,38,25,76,51,0,0,50,76,25,38,53,28,78,40,91,15,66,15,66,40,91,28
492,88,63,13,19,69,95,44,32,82,57,6,9,78,3,53,47,97,22,72,9,59,34,85,37
493,60,85,35,47,98,73,22,16,66,92,41,28,88,12,63,25,75,50,100,6,56,31,81,44
494,79,54,3,5,55,80,30,43,93,68,17,24,94,18,69,39,89,14,64,1,52,26,77,20
495,74,99,49,36,87,62,11,8,58,84,33,46,70,45,96,33,83,7,58,10,61,36,86,48
496,96,71,21,14,65,90,39,27,77,52,2,2,99,23,74,29,80,4,55,17,67,42,93,25
497,53,78,28,40,91,65,15,21,72,97,47,34,76,0,51,13,63,38,89,7,57,32,82,44
498,84,59,9,12,62,88,37,50,100,75,24,18,95,19,70,22,73,48,98,35,85,10,60,41
499,69,94,43,31,81,56,6,4,54,80,29,42,92,16,67,3,54,29,79,2,52,27,78,40
500,92,67,17,23,73,99,48,35,86,61,10,7,90,14,65,33,84,8,59,21,71,46,96,49
501,58,83,32,45,95,70,20,13,64,89,39,26,100,24,74,11,62,37,87,18,68,43,93,30
502,77,51,1,0,51,76,26,38,89,63,13,19,81,5,55,45,95,20,70,7,57,32,83,13
503,70,95,45,32,82,57,7,10,60,86,35,48,64,38,89,26,76,1,51,4,54,29,80,42
504,98,73,22,16,67,92,41,29,79,54,4,5,92,16,67,35,86,10,61,23,73,48,98,21
505,56,81,30,43,93,68,18,24,75,100,49,37,72,46,97,34,84,9,59,40,91,15,65,2
506,87,62,11,8,59,84,34,46,97,71,21,15,53,27,78,31,81,5,56,18,68,43,94,12
507,65,90,40,27,78,52,2,1,52,77,26,39,62,37,87,50,100,24,75,8,58,33,83,46
508,90,64,14,20,71,96,45,33,83,58,7,11,96,20,71,27,77,1,52,14,65,39,90,42
509,61,86,36,49,99,74,23,17,67,93,42,30,93,17,68,5,55,30,80,24,74,49,99,36
510,80,55,4,3,53,78,28,41,91,66,15,22,87,11,61,31,82,6,57,19,69,44,95,0
511,72,97,47,34,85,60,9,6,56,82,31,44,50,25,76,38,88,12,63,16,66,41,91,28
512,94,69,19,12,63,88,37,25,75,50,0,0,79,3,53,47,98,22,72,9,60,35,85,15
513,50,75,25,37,88,63,12,19,69,94,44,31,66,41,91,28,78,3,53,47,97,22,72,9
514,82,56,6,9,60,85,34,47,97,72,22,15,60,34,85,31,82,6,56,19,69,44,94,0
515,66,91,41,28,78,53,3,4,55,80,30,42,50,25,75,37,88,12,63,42,93,17,67,4
516,93,67,17,23,74,99,48,36,86,61,11,7,55,30,80,23,74,48,99,36,86,11,61,7
517,58,83,33,45,96,71,20,14,64,90,39,26,58,33,83,45,96,20,71,26,77,1,52,14
518,77,52,1,2,52,78,27,40,90,65,15,21,64,39,90,30,81,5,56,18,68,43,93,11
519,71,97,46,33,84,59,8,11,62,87,37,49,62,37,87,49,100,24,75,21,71,46,97,33
520,100,75,24,18,68,93,43,30,81,56,5,4,84,8,59,40,90,15,65,2,52,27,78,4
521,54,79,29,41,92,67,16,22,73,98,48,35,54,29,79,41,92,16,67,35,86,10,60,22
522,86,60,10,7,57,82,32,45,95,70,19,13,73,48,98,45,95,19,70,7,57,32,82,13
523,63,89,38,26,76,51,0,1,51,76,26,39,63,38,89,26,76,0,51,49,99,24,74,11
524,89,64,13,20,70,95,45,32,83,58,7,10,62,36,87,17,68,43,93,30,80,5,55,2
525,61,86,35,48,99,73,23,17,67,92,42,29,52,27,77,39,90,14,65,33,84,8,58,20
526,80,54,4,5,56,81,31,43,94,69,18,24,71,46,96,22,73,47,98,35,85,9,60,41
527,75,100,50,37,88,62,12,9,59,84,34,47,91,16,66,3,54,28,79,25,76,0,50,13
528,97,72,21,15,65,91,40,28,78,53,2,2,63,38,88,6,57,32,82,44,95,19,69,10
529,52,77,27,39,90,65,14,20,71,96,46,33,61,35,86,48,99,23,73,29,80,4,54,17
530,84,58,8,11,62,87,36,49,99,74,24,17,67,42,92,39,89,13,64,1,51,26,76,20
531,68,93,43,30,80,55,5,3,54,79,28,41,70,45,95,32,83,7,58,37,88,12,62,24
532,91,66,16,22,73,98,47,35,85,60,9,6,75,50,100,5,56,31,81,43,94,18,69,15
533,57,82,32,44,95,69,19,13,63,88,38,25,65,40,91,28,78,2,53,47,97,21,72,9
534,76,50,0,0,51,76,25,38,89,63,13,19,59,34,84,34,85,9,59,21,72,47,97,3
535,70,95,44,32,82,57,6,10,60,85,35,47,53,28,78,40,91,15,66,18,69,44,94,31
536,98,73,22,16,66,92,41,29,79,54,3,5,81,6,56,50,100,25,75,12,62,37,88,7
537,55,81,30,43,93,68,18,24,74,100,49,36,58,33,83,45,96,20,70,26,77,1,51,14
538,87,62,11,8,59,84,33,46,96,71,21,14,64,39,89,42,92,17,67,4,55,29,80,23
539,65,90,40,27,77,52,2,3,53,78,28,40,74,48,99,36,86,10,61,19,70,44,95,32
540,91,66,15,21,72,97,47,34,85,59,9,12,82,6,57,38,89,13,63,0,51,25,76,29
541,62,88,37,50,100,75,25,18,69,94,44,31,79,3,54,16,66,41,92,10,60,35,85,47
542,81,56,6,4,55,80,29,42,92,67,17,23,98,22,73,46,96,21,71,8,59,33,84,14
543,74,99,48,36,86,61,10,7,58,83,33,45,65,40,90,27,77,2,52,5,55,30,81,43
544,96,70,20,14,64,89,39,26,77,51,1,1,93,18,68,36,87,11,62,24,74,49,100,1
545,51,76,26,38,89,64,13,19,70,95,45,32,51,26,76,38,89,13,64,32,83,7,57,19
546,83,57,7,10,61,86,35,48,98,73,23,16,70,45,95,48,98,23,73,10,61,35,86,16
547,67,92,42,29,79,54,4,5,56,81,31,43,67,42,92,29,79,4,54,27,78,2,53,15
548,94,68,18,24,75,100,49,37,87,62,12,8,65,40,90,8,59,34,84,46,97,21,72,24
549,59,84,34,46,97,72,21,15,65,90,40,27,75,49,100,37,87,12,62,43,94,18,68,5
550,78,53,2,1,52,77,27,39,90,64,14,20,56,31,81,39,90,14,64,1,52,27,77,20
551,71,96,46,33,83,58,8,11,61,87,36,49,71,46,96,33,83,8,58,11,61,36,87,49
552,99,74,23,17,68,93,42,30,80,55,5,3,99,23,74,30,80,5,55,17,68,42,93,12
553,53,79,28,41,91,66,16,22,72,98,47,34,63,38,88,25,76,0,50,44,94,19,69,6
554,85,60,9,6,57,82,31,44,94,69,19,12,57,31,82,34,85,9,60,22,72,47,98,3
