id,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
330,43,30,80,55,5,3,54,79,28,41,92,29,80,4,54,28,78,2,53,15
331,92,66,16,22,73,98,47,35,85,60,65,40,91,9,59,34,84,47,97,21
332,9,6,57,82,32,44,95,69,19,13,72,24,75,50,100,37,88,12,62,43
333,63,88,38,25,76,51,0,0,51,76,94,18,69,6,56,31,81,31,81,6
334,25,38,89,63,13,19,70,95,44,32,56,18,69,44,94,12,62,37,88,50
335,82,57,7,10,60,85,35,48,98,73,100,25,75,21,72,47,97,34,85,9
336,22,16,66,92,41,29,79,54,3,5,59,40,91,15,66,3,53,28,78,4
337,55,81,30,43,93,68,18,24,74,100,55,29,80,42,92,17,67,36,86,10
338,49,37,87,62,11,8,59,84,33,46,61,23,74,48,99,45,96,20,70,7
339,96,71,21,14,65,90,40,27,78,52,58,33,83,14,64,39,89,26,77,1
340,2,3,53,78,28,40,91,66,15,22,51,16,66,41,92,29,79,3,54,48
341,72,97,47,34,85,59,9,12,63,88,98,22,73,10,60,35,85,32,82,6
342,37,50,100,75,25,18,69,94,44,31,57,19,70,44,95,0,51,25,76,38
343,81,56,6,4,55,80,29,42,93,67,89,13,63,43,93,18,68,5,55,30
344,17,23,74,99,48,36,86,61,10,7,81,24,74,49,100,36,87,11,62,8
345,58,83,33,45,96,70,20,14,64,89,59,33,84,46,96,21,71,27,77,2
346,39,26,77,52,1,1,51,76,26,38,52,14,65,40,90,10,61,35,86,48
347,89,64,13,20,70,95,45,32,83,57,98,23,73,29,79,4,54,16,67,42
348,7,10,61,86,35,48,98,73,23,16,92,38,89,13,64,1,51,26,76,20
349,67,92,42,29,80,54,4,5,56,81,70,45,95,32,83,7,57,37,87,12
350,31,43,94,68,18,24,75,100,50,37,62,24,75,49,100,5,56,31,81,43
351,87,62,12,9,59,84,34,46,97,72,94,18,68,15,65,40,91,27,78,2
352,21,15,65,91,40,27,78,53,2,1,53,46,97,21,72,8,59,34,84,49
353,52,77,27,39,90,65,14,20,71,96,99,23,74,11,61,36,87,17,68,42
354,46,33,83,58,8,11,61,87,36,49,93,30,80,5,55,1,52,27,77,39
355,99,74,23,17,68,93,42,30,80,55,90,14,64,33,83,8,58,20,71,46
356,5,3,53,79,28,41,91,66,16,22,96,22,72,47,98,34,85,9,60,41
357,72,98,47,35,85,60,9,6,57,82,91,16,66,3,53,28,79,25,76,0
358,31,44,94,69,19,12,63,88,38,25,50,12,63,38,88,6,57,31,82,44
359,76,50,0,0,50,75,25,38,88,63,94,19,69,44,94,19,69,6,56,31
360,12,19,69,94,44,31,82,57,6,9,82,12,63,38,88,25,75,0,50,3
361,60,85,34,47,98,72,22,16,66,91,53,28,79,41,91,15,66,34,85,9
362,41,28,79,53,3,4,55,80,30,42,60,22,72,47,98,20,71,45,96,33
363,93,68,17,23,74,99,49,36,87,61,83,8,58,39,90,14,64,1,52,27
364,11,8,58,83,33,45,96,71,20,14,77,30,80,4,55,17,68,42,93,11
365,64,90,39,27,77,52,1,2,53,78,61,36,86,49,99,23,74,8,59,34
366,27,40,90,65,15,21,72,97,46,34,84,46,97,21,71,27,78,2,53,15
367,84,59,8,12,62,87,37,49,100,75,65,40,90,43,94,18,68,5,56,30
368,24,18,68,94,43,30,81,56,5,4,81,24,75,49,100,37,87,12,62,32
369,54,79,29,42,92,67,16,23,73,98,83,7,57,19,70,45,95,0,51,26
370,48,35,86,60,10,7,57,83,32,45,76,38,89,13,64,16,67,41,92,29
371,95,70,19,13,64,89,38,26,76,51,79,4,54,48,98,23,73,10,60,35
372,1,1,51,77,26,39,89,64,14,20,86,14,65,40,90,27,77,2,52,46
373,70,96,45,32,83,58,7,10,61,86,96,21,71,8,58,33,84,36,87,11
374,36,48,99,73,23,17,67,92,42,29,62,24,74,49,99,5,55,30,81,43
375,80,55,4,6,56,81,31,44,94,69,93,17,68,38,88,13,63,0,51,25
376,18,25,75,100,50,37,88,62,12,9,76,19,70,44,95,32,82,6,57,10
377,59,85,34,47,97,72,21,15,66,91,60,35,85,47,98,22,73,28,79,3
378,40,28,78,53,2,2,52,77,27,40,54,16,66,41,92,26,77,1,51,13
379,90,65,14,21,71,96,46,33,84,59,64,39,89,7,58,32,83,45,96,20
380,8,11,62,87,36,49,100,74,24,17,70,23,73,48,99,36,86,10,61,42
381,68,93,43,30,81,55,5,3,54,79,92,17,67,4,55,29,80,2,53,28
382,29,41,92,66,16,22,73,98,47,35,78,40,91,15,66,34,84,9,59,21
383,85,60,10,6,57,82,32,44,95,70,72,47,97,50,100,25,75,12,62,37
384,19,13,63,88,38,25,76,51,0,0,88,18,69,43,94,31,81,6,56,6
385,50,76,25,38,88,63,13,19,69,95,56,31,82,44,94,18,69,37,88,12
386,44,31,82,57,6,9,60,85,35,47,63,25,75,50,100,47,97,22,72,9
387,98,73,22,16,66,91,41,28,79,54,59,34,85,15,66,41,91,28,78,3
388,3,5,55,80,30,43,93,68,17,24,53,29,80,4,55,17,67,42,93,11
389,74,99,49,36,87,61,11,8,58,84,61,36,86,48,99,23,74,20,70,45
390,33,46,96,71,20,14,65,90,39,27,96,33,83,7,58,39,89,14,64,1
391,77,52,2,2,53,78,28,40,91,65,52,26,77,41,92,16,67,3,54,29
392,15,21,72,97,46,34,84,59,9,12,79,22,73,48,98,35,85,10,60,7
393,62,87,37,50,100,75,24,18,69,94,57,32,82,44,95,19,70,26,76,0
394,43,31,81,56,5,4,54,80,29,42,51,13,63,38,89,18,68,43,93,30
395,92,67,16,23,73,99,48,35,86,61,81,5,55,49,100,24,74,11,62,37
396,10,7,58,83,32,45,95,70,20,13,87,33,84,8,59,21,71,46,97,2
397,64,89,39,26,76,51,1,0,51,76,52,27,78,40,90,14,65,35,86,10
398,26,38,89,63,13,19,70,95,45,32,61,23,73,48,98,4,54,29,80,42
399,82,57,7,10,60,86,35,48,98,73,92,16,67,13,64,39,89,26,76,1
400,22,16,67,92,41,29,79,54,3,5,51,45,95,20,70,7,57,32,83,12
401,56,81,30,43,93,68,18,24,74,100,62,37,87,50,100,24,75,31,81,5
402,49,37,87,62,11,8,59,84,33,46,56,18,69,43,94,40,91,15,65,2
403,97,71,21,15,65,90,40,27,78,52,53,27,78,21,72,46,97,34,84,9
404,2,1,52,77,26,39,89,64,14,20,59,24,74,49,99,36,87,11,61,42
405,71,96,45,33,83,58,7,11,61,86,93,17,68,5,55,30,80,27,77,1
406,36,48,99,74,23,17,67,93,42,30,52,14,65,39,90,8,58,33,84,46
407,80,55,4,3,53,78,28,41,91,66,96,20,71,47,98,22,72,9,60,35
408,15,22,72,97,47,34,85,59,9,6,85,16,66,41,91,28,79,3,54,0
409,56,82,31,44,94,69,18,12,63,88,50,25,76,38,88,13,63,31,82,6
410,37,25,75,50,0,0,50,75,25,37,57,19,69,44,95,47,98,22,72,9
411,88,63,12,18,69,94,44,31,82,56,60,34,85,15,66,41,91,28,79,3
412,6,9,60,85,34,47,97,72,22,15,53,0,50,25,75,38,88,12,63,31
413,66,91,41,28,78,53,3,4,55,80,82,6,56,19,69,44,94,23,74,49
414,30,42,93,67,17,23,74,99,48,36,99,36,86,11,61,42,93,17,68,4
415,86,61,11,7,58,83,33,45,96,71,55,30,80,27,77,1,52,14,64,39
416,20,14,64,89,39,26,77,52,1,2,90,8,58,33,83,45,96,20,71,12
417,52,78,27,40,90,65,15,21,71,97,62,37,87,49,100,24,75,30,81,5
418,46,33,84,59,8,11,62,87,37,49,56,18,68,43,94,40,90,15,65,2
419,100,74,24,18,68,93,43,30,81,56,53,27,78,21,71,46,97,34,84,8
420,5,3,54,79,29,41,92,67,16,22,59,35,86,10,60,23,73,48,98,4
421,73,98,48,35,86,60,10,7,57,82,54,29,79,42,92,16,67,13,64,38
422,32,45,95,70,19,13,63,89,38,26,89,26,76,0,51,45,95,19,70,7
423,76,51,0,1,51,76,26,39,89,64,57,32,83,17,68,43,93,30,81,5
424,13,20,70,95,45,32,83,58,7,10,55,49,99,24,74,11,62,36,87,33
425,61,86,35,48,99,73,23,17,67,92,84,8,58,21,71,46,96,2,52,27
426,42,29,80,54,4,5,56,81,31,43,77,40,90,14,65,41,92,16,66,3
427,94,69,18,24,75,100,50,37,88,62,54,28,79,22,73,47,98,35,85,10
428,12,9,59,84,34,46,97,72,21,15,60,6,57,32,82,44,95,19,70,25
429,65,91,40,28,78,53,2,2,52,77,76,0,51,13,63,38,88,29,80,4
430,27,39,90,65,14,20,71,96,46,33,55,17,67,42,92,10,61,36,86,48
431,84,58,8,11,61,87,36,49,99,74,99,23,73,20,70,45,96,32,83,7
432,24,17,68,93,43,30,80,55,5,3,58,39,89,14,64,1,51,26,77,6
433,54,79,28,41,91,66,16,22,73,98,56,31,81,43,94,18,69,37,88,12
434,47,35,85,60,9,6,57,82,31,44,62,25,75,50,100,47,97,21,72,9
435,95,69,19,13,63,88,38,25,76,50,59,34,85,15,66,40,91,28,78,2
436,0,0,51,76,25,38,88,63,13,19,53,3,53,28,78,41,91,15,66,34
437,70,95,44,32,82,57,6,10,60,85,85,9,59,22,72,47,97,50,100,25
438,35,47,98,73,22,16,66,92,41,29,75,12,63,37,88,18,69,44,94,31
439,79,54,3,5,55,81,30,43,93,68,82,6,56,26,77,1,52,14,64,39
440,17,24,74,100,49,36,87,62,11,8,89,7,58,33,83,45,96,20,70,23
441,59,84,33,46,96,71,21,14,65,90,74,48,99,36,86,11,61,42,93,17
442,40,27,77,52,2,3,53,78,28,40,67,4,55,29,80,38,89,13,63,0
443,91,66,15,21,72,97,47,34,85,59,51,26,76,19,70,44,95,32,82,7
444,9,12,62,88,37,50,100,75,25,18,57,10,60,35,85,48,98,22,73,29
445,69,94,44,31,81,56,6,4,55,80,79,3,54,16,67,41,92,14,65,40
446,29,42,92,67,17,23,74,99,48,36,90,27,78,2,52,46,97,21,71,8
447,86,61,10,7,58,83,32,45,96,70,59,33,84,37,87,11,62,24,74,49
448,20,14,64,89,39,26,77,51,1,1,100,5,56,30,81,43,93,18,68,32
449,51,76,26,38,89,64,13,19,70,95,83,7,57,20,70,45,95,1,51,26
450,45,32,83,57,7,10,60,86,35,48,76,39,89,13,64,16,67,42,92,29
451,98,73,23,16,67,92,42,29,79,54,80,4,54,48,99,23,73,10,61,35
452,4,5,56,81,31,43,94,68,18,24,86,9,59,34,84,46,97,21,72,28
453,75,100,49,37,87,62,12,8,59,84,78,2,53,15,65,40,91,43,94,18
454,34,46,97,72,21,15,65,90,40,27,69,5,56,31,81,24,75,50,100,37
455,78,53,2,1,52,77,27,39,90,64,87,12,62,20,71,46,96,33,84,8
456,14,20,71,96,46,33,83,58,8,11,58,39,90,14,65,1,52,27,77,30
457,61,87,36,49,99,74,23,17,68,93,80,5,55,17,68,42,93,11,61,36
458,42,30,80,55,4,3,53,79,28,41,87,49,99,24,74,44,95,19,69,6
459,91,66,16,22,72,98,47,34,85,60,57,31,82,13,63,38,88,25,76,0
460,9,6,57,82,31,44,94,69,19,12,50,3,54,28,79,41,91,16,66,35
461,63,88,38,25,75,50,0,0,50,76,85,9,60,22,72,47,98,22,72,47
462,25,38,88,63,12,19,69,95,44,31,97,34,85,9,60,41,91,15,66,3
463,82,57,6,9,60,85,35,47,98,72,53,28,78,25,75,0,50,12,63,37
464,22,16,66,91,41,28,79,53,3,5,88,6,56,31,82,44,94,19,69,49
465,55,80,30,42,93,68,17,24,74,99,99,23,74,11,61,36,86,17,67,42
466,49,36,87,61,11,8,58,83,33,46,93,30,80,4,55,1,52,26,77,39
467,96,71,20,14,65,90,39,27,77,52,90,14,64,33,83,7,58,20,71,45
468,1,2,53,78,27,40,91,65,15,21,96,37,87,11,62,24,75,49,100,5
469,72,97,46,34,84,59,9,12,62,87,56,30,81,43,93,18,68,15,65,40
470,37,50,100,75,24,18,68,94,43,31,90,27,78,2,52,46,97,21,71,8
471,81,56,5,4,54,80,29,42,92,67,59,34,84,10,60,35,86,48,98,22
472,16,23,73,98,48,35,86,61,10,7,73,29,79,4,54,16,67,41,92,38
473,57,83,32,45,95,70,20,13,64,89,89,13,63,0,51,26,76,19,70,45
474,38,26,76,51,1,1,52,77,26,39,95,32,82,7,57,43,93,17,68,5
475,89,64,14,20,70,96,45,33,83,58,55,30,80,24,74,49,99,36,87,11
476,7,10,61,86,36,48,99,74,23,17,62,8,58,33,84,46,96,21,71,27
477,67,93,42,29,80,55,4,6,56,81,77,2,52,14,65,39,90,16,66,41
478,31,44,94,69,18,25,75,100,50,37,92,28,79,3,54,47,98,22,73,9
479,88,63,12,9,59,85,34,47,97,72,60,35,85,32,82,6,57,19,69,44
480,22,15,66,91,40,28,78,53,3,2,95,0,50,25,76,38,88,13,63,4
481,52,78,27,40,90,65,14,21,71,96,54,29,80,42,92,17,67,35,86,10
482,46,33,84,59,8,11,62,87,37,49,61,23,73,48,99,45,95,20,70,7
483,100,74,24,18,68,93,43,30,81,55,58,32,83,13,64,39,89,26,77,1
484,5,3,54,79,29,41,92,67,16,22,51,31,81,6,56,18,69,43,94,12
485,73,98,48,35,85,60,10,7,57,82,62,37,88,50,100,24,75,21,72,47
486,32,44,95,70,19,13,63,89,38,25,97,34,84,9,59,40,91,15,65,2
487,76,51,0,0,51,76,25,38,88,63,53,28,78,28,78,3,53,15,66,40
488,13,19,69,95,44,32,82,57,6,10,91,9,59,34,85,47,97,21,72,25
489,60,85,35,47,98,73,22,16,66,92,75,50,100,37,88,12,63,44,94,18
490,41,28,79,54,3,5,55,81,30,43,69,6,56,31,81,1,51,26,77,39
491,93,68,17,24,74,99,49,36,87,62,89,14,64,33,83,7,58,20,70,45
492,11,8,58,84,33,46,96,71,21,14,96,48,99,23,74,10,61,36,86,17
493,65,90,39,27,77,52,2,2,53,78,67,42,92,29,80,4,55,13,63,38
494,28,40,91,66,15,21,72,97,47,34,89,25,76,0,51,44,95,19,70,6
495,84,59,9,12,62,88,37,50,100,75,57,32,82,35,85,10,60,22,73,48
496,24,18,69,94,43,31,81,56,6,4,98,3,54,29,79,41,92,16,66,40
497,54,80,29,42,92,67,17,23,73,99,90,14,65,2,52,27,78,21,71,46
498,48,36,86,61,10,7,58,83,32,45,96,33,84,8,59,11,62,36,87,49
499,95,70,20,13,64,89,39,26,77,51,100,24,74,30,81,5,55,18,68,43
500,1,0,51,76,26,38,89,64,13,19,93,7,57,32,83,45,95,20,70,26
501,70,95,45,32,82,57,7,10,60,86,76,1,51,13,64,38,89,42,92,16
502,35,48,98,73,23,16,67,92,41,29,67,4,54,29,79,23,73,48,98,35
503,79,54,4,5,56,81,30,43,94,68,86,10,61,34,84,8,59,21,72,46
504,18,24,75,100,49,37,87,62,11,8,97,2,53,27,78,40,91,15,65,18
505,59,84,34,46,97,71,21,15,65,90,68,43,94,31,81,5,56,49,100,24
506,40,27,78,53,2,1,52,77,26,39,75,12,62,37,87,46,96,20,71,8
507,90,64,14,20,71,96,45,33,83,58,58,33,83,14,64,39,90,27,77,1
508,8,11,61,86,36,49,99,74,23,17,52,5,55,30,80,42,93,17,68,36
509,67,93,42,30,80,55,4,3,53,79,87,11,61,23,74,49,99,19,69,44
510,28,41,91,66,15,22,72,97,47,34,94,31,82,6,57,38,88,12,63,0
511,85,60,9,6,56,82,31,44,94,69,50,25,76,28,79,3,53,16,66,41
512,19,12,63,88,38,25,75,50,0,0,91,9,60,35,85,47,98,22,72,9
513,50,75,25,38,88,63,12,19,69,94,60,34,85,47,97,22,72,28,78,3
514,44,31,82,56,6,9,60,85,34,47,53,15,66,41,91,37,88,12,63,0
515,98,72,22,15,66,91,41,28,79,53,50,25,75,18,69,44,94,31,82,6
516,3,4,55,80,30,42,93,68,17,23,56,36,86,11,61,23,74,48,99,4
517,74,99,49,36,86,61,11,8,58,83,55,30,80,42,93,17,67,14,64,39
518,33,45,96,71,20,14,64,90,39,27,89,26,77,1,52,45,96,20,71,7
519,77,52,1,2,53,78,27,40,90,65,58,33,83,49,100,24,74,11,62,37
520,15,21,71,97,46,34,84,59,8,12,87,18,68,43,93,30,81,5,56,2
521,62,87,37,49,100,75,24,18,68,94,52,27,78,40,90,15,65,33,84,8
522,43,30,81,56,5,4,54,79,29,42,59,21,71,46,97,22,73,48,98,35
523,92,67,16,23,73,98,48,35,86,60,86,10,60,41,92,16,67,3,54,29
524,10,7,57,83,32,45,95,70,19,13,79,26,76,0,51,13,63,38,89,7
525,64,89,38,26,76,51,0,1,51,77,57,32,82,45,95,19,70,30,80,5
526,26,39,89,64,14,20,70,96,45,32,55,17,68,43,93,11,61,36,87,49
527,83,58,7,10,61,86,36,48,99,73,99,24,74,20,71,46,96,33,84,8
528,23,17,67,92,42,29,80,55,4,6,58,39,90,14,65,2,52,27,77,3
529,56,81,31,43,94,69,18,25,75,100,54,28,79,41,91,16,66,35,85,9
530,50,37,88,62,12,9,59,85,34,47,60,22,73,47,98,44,95,19,69,6
531,97,72,21,15,66,91,40,28,78,53,57,31,82,13,63,38,88,25,76,0
532,2,2,52,77,27,40,90,65,14,21,50,17,67,42,92,29,80,4,54,48
533,71,96,46,33,84,58,8,11,62,87,99,23,73,10,61,35,86,32,83,7
534,36,49,99,74,24,17,68,93,43,30,58,20,70,45,95,1,51,26,76,39
535,81,55,5,3,54,79,28,41,92,66,89,13,64,43,94,18,69,5,56,31
536,16,22,73,98,47,35,85,60,10,6,81,24,75,50,100,37,88,12,62,9
537,57,82,32,44,95,70,19,13,63,88,59,34,84,46,97,21,72,28,78,2
538,38,25,76,51,0,0,51,76,26,38,53,15,65,40,91,40,91,15,66,3
539,89,63,13,19,70,95,44,32,82,57,53,28,78,21,72,47,97,34,85,9
540,7,10,60,85,35,48,98,73,22,16,59,12,62,37,88,50,100,25,75,31
541,67,92,41,29,79,54,3,5,56,81,81,6,56,18,69,44,94,14,64,39
542,30,43,93,68,18,24,74,100,49,37,89,26,77,1,51,45,96,20,70,7
543,87,62,11,8,59,84,33,46,97,71,58,32,83,36,86,10,61,23,74,48
544,21,14,65,90,40,27,78,52,2,3,99,4,55,29,80,42,92,17,67,0
545,53,78,28,41,91,66,15,22,72,97,51,25,76,38,88,13,63,32,82,6
546,47,34,85,59,9,12,63,88,37,50,57,19,70,44,95,47,98,22,73,10
547,100,75,25,18,69,94,44,31,82,56,60,35,85,16,66,41,92,29,79,3
548,6,4,55,80,29,42,93,67,17,23,54,27,77,2,52,14,65,40,90,8
549,74,99,48,36,86,61,11,7,58,83,59,33,84,46,96,21,71,24,74,49
550,33,45,96,70,20,14,64,89,39,26,100,36,87,11,62,43,93,17,68,5
551,77,52,1,1,51,76,26,39,89,64,55,30,81,19,70,45,95,32,83,7
552,13,20,70,95,45,32,83,57,7,10,57,38,89,13,64,1,51,26,76,29
553,61,86,35,48,99,73,23,16,67,92,79,4,54,16,67,42,92,10,60,35
554,42,29,80,54,4,5,56,81,31,43,86,48,98,23,73,46,97,21,72,8
555,94,69,18,24,75,100,50,37,87,62,59,34,84,15,65,40,90,27,78,2
556,12,9,59,84,34,46,97,72,21,15,53,5,56,31,81,43,94,18,68,37
557,65,91,40,28,78,53,2,1,52,77,87,12,62,24,75,49,100,33,83,8
558,27,39,90,65,14,20,71,96,46,33,58,20,71,46,96,1,52,27,77,39
559,84,58,8,11,61,87,36,49,99,74,90,14,64,17,68,42,93,30,80,4
560,24,17,68,93,42,30,80,55,5,3,55,49,99,23,74,11,61,36,87,6
561,54,79,28,41,91,66,16,22,72,98,57,31,82,44,94,19,69,25,75,0
562,47,35,85,60,9,6,57,82,31,44,50,12,63,38,88,41,91,16,66,3
563,95,69,19,13,63,88,38,25,76,50,53,28,79,22,72,47,98,34,85,9
564,0,0,50,76,25,38,88,63,12,19,60,34,85,9,60,22,72,47,97,3
565,69,94,44,31,82,57,6,9,60,85,53,28,79,41,91,15,66,12,63,38
566,35,47,98,72,22,16,66,91,41,28,88,25,75,0,50,44,94,19,69,6
567,79,53,3,5,55,80,30,42,93,68,56,31,82,11,61,36,86,49,99,23
568,17,23,74,99,49,36,87,61,11,8,74,30,80,4,55,17,67,42,93,39
569,58,83,33,46,96,71,20,14,64,90,90,14,64,1,52,26,77,20,71,45
570,39,27,77,52,1,2,53,78,27,40,96,33,83,8,58,24,75,49,100,37
571,91,65,15,21,72,97,46,34,84,59,87,11,62,43,94,18,68,5,56,30
572,8,12,62,87,37,49,100,75,24,18,81,27,78,2,53,15,65,40,90,8
573,68,94,43,31,81,56,5,4,54,79,59,34,84,46,97,21,71,48,98,23
574,29,42,92,67,16,23,73,98,48,35,73,10,60,35,86,16,67,41,92,29
575,86,61,10,7,57,83,32,45,95,70,79,4,54,0,51,26,76,38,89,13
576,20,13,64,89,38,26,76,51,1,1,64,32,82,7,57,19,70,45,95,5
577,51,77,26,39,89,64,14,20,70,96,55,30,81,43,93,17,68,36,87,11
578,45,33,83,58,7,10,61,86,36,48,62,24,74,49,99,46,96,21,71,8
579,99,74,23,17,67,92,42,29,80,55,58,33,84,14,65,39,90,27,77,2
580,4,6,56,81,31,44,94,69,18,25,52,28,79,3,54,16,66,41,92,10
581,75,100,50,37,88,63,12,9,59,85,60,35,85,47,98,22,73,19,69,44
582,34,47,97,72,21,15,66,91,40,28,95,32,82,6,57,38,88,13,63,0
583,78,53,3,2,52,78,27,40,90,65,51,25,76,42,92,17,67,4,54,29
584,14,21,71,96,46,33,84,59,8,11,80,23,73,48,99,36,86,10,61,7
585,62,87,36,49,100,74,24,18,68,93,58,32,83,45,95,20,70,26,77,1
586,43,30,81,55,5,3,54,79,29,41,51,13,64,39,89,18,69,43,94,31
587,92,66,16,22,73,98,48,35,85,60,81,6,56,50,100,24,75,12,62,37
588,10,6,57,82,32,44,95,70,19,13,88,34,84,9,59,21,72,47,97,2
589,63,89,38,25,76,51,0,0,50,76,53,28,78,40,91,15,66,15,66,40
590,25,38,88,63,13,19,69,95,44,32,91,28,78,3,53,47,97,22,72,9
591,82,57,6,9,60,85,35,47,98,73,59,34,85,37,88,12,63,25,75,50
592,22,16,66,92,41,28,79,54,3,5,100,6,56,31,81,44,94,18,69,39
593,55,80,30,43,93,68,17,24,74,99,89,14,64,1,52,26,77,20,70,45
594,49,36,87,62,11,8,58,84,33,46,96,33,83,7,58,10,61,36,86,48
595,96,71,21,14,65,90,39,27,77,52,99,23,74,29,80,4,55,17,67,42
596,2,2,53,78,28,40,91,65,15,21,93,25,76,0,51,13,63,38,89,7
597,72,97,47,34,84,59,9,12,62,88,57,32,82,44,95,19,70,22,73,48
598,37,50,100,75,24,18,69,94,43,31,98,35,85,10,60,41,92,16,67,3
599,81,56,6,4,54,80,29,42,92,67,54,29,79,2,52,27,78,40,90,14
600,17,23,73,99,48,35,86,61,10,7,65,33,84,8,59,21,71,46,96,49
601,58,83,32,45,95,70,20,13,64,89,100,24,74,11,62,37,87,18,68,43
602,39,26,77,51,1,0,51,76,26,38,93,30,81,5,55,45,95,20,70,7
603,89,63,13,19,70,95,45,32,82,57,57,32,83,13,64,38,89,26,76,1
604,7,10,60,86,35,48,98,73,22,16,51,4,54,29,80,42,92,16,67,35
605,67,92,41,29,79,54,4,5,56,81,86,10,61,23,73,48,98,21,72,46
606,30,43,93,68,18,24,75,100,49,37,97,34,84,9,59,40,91,15,65,2
607,87,62,11,8,59,84,34,46,97,71,53,27,78,31,81,5,56,18,68,43
608,21,15,65,90,40,27,78,52,2,1,94,12,62,37,87,50,100,24,75,8
609,52,77,26,39,90,64,14,20,71,96,58,33,83,46,96,20,71,27,77,1
610,45,33,83,58,7,11,61,86,36,49,52,14,65,39,90,42,93,17,68,5
611,99,74,23,17,67,93,42,30,80,55,55,30,80,24,74,49,99,36,87,11
612,4,3,53,78,28,41,91,66,15,22,61,31,82,6,57,19,69,44,95,0
613,72,97,47,34,85,60,9,6,56,82,50,25,76,38,88,12,63,16,66,41
614,31,44,94,69,19,12,63,88,37,25,91,28,79,3,53,47,98,22,72,9
615,75,50,0,0,50,75,25,37,88,63,60,35,85,15,66,41,91,28,78,3
616,12,19,69,94,44,31,82,56,6,9,53,47,97,22,72,9,60,34,85,31
617,60,85,34,47,97,72,22,15,66,91,82,6,56,19,69,44,94,0,50,25
618,41,28,78,53,3,4,55,80,30,42,75,37,88,12,63,42,93,17,67,4
619,93,67,17,23,74,99,48,36,86,61,55,30,80,23,74,48,99,36,86,11
620,11,7,58,83,33,45,96,71,20,14,61,7,58,33,83,45,96,20,71,26
621,64,90,39,26,77,52,1,2,52,78,77,1,52,14,64,39,90,30,81,5
622,27,40,90,65,15,21,71,97,46,33,56,18,68,43,93,11,62,37,87,49
623,84,59,8,11,62,87,37,49,100,75,100,24,75,21,71,46,97,33,84,8
624,24,18,68,93,43,30,81,56,5,4,59,40,90,15,65,2,52,27,78,4
625,54,79,29,41,92,67,16,22,73,98,54,29,79,41,92,16,67,35,86,10
626,48,35,86,60,10,7,57,82,32,45,60,22,73,48,98,45,95,19,70,7
627,95,70,19,13,63,89,38,26,76,51,57,32,82,13,63,38,89,26,76,0
628,0,1,51,76,26,39,89,64,13,20,51,49,99,24,74,11,62,36,87,17
629,70,95,45,32,83,58,7,10,61,86,68,43,93,30,80,5,55,2,52,27
630,35,48,99,73,23,17,67,92,42,29,77,39,90,14,65,33,84,8,58,20
631,80,54,4,5,56,81,31,43,94,69,71,46,96,22,73,47,98,35,85,9
632,18,24,75,100,50,37,88,62,12,9,60,41,91,16,66,3,54,28,79,25
633,59,84,34,47,97,72,21,15,65,91,76,0,50,13,63,38,88,6,57,32
634,40,28,78,53,2,2,52,77,27,39,82,44,95,19,69,10,61,35,86,48
635,90,65,14,20,71,96,46,33,84,58,99,23,73,29,80,4,54,17,67,42
636,8,11,62,87,36,49,99,74,24,17,92,39,89,13,64,1,51,26,76,20
637,68,93,43,30,80,55,5,3,54,79,70,45,95,32,83,7,58,37,88,12
638,28,41,91,66,16,22,73,98,47,35,62,24,75,50,100,5,56,31,81,43
639,85,60,9,6,57,82,32,44,95,69,94,18,69,15,65,40,91,28,78,2
640,19,13,63,88,38,25,76,50,0,0,53,47,97,21,72,9,59,34,84,34
641,51,76,25,38,89,63,13,19,70,95,85,9,59,21,72,47,97,3,53,28
642,44,32,82,57,6,10,60,85,35,47,78,40,91,15,66,18,69,44,94,31
643,98,73,22,16,66,92,41,29,79,54,81,6,56,50,100,25,75,12,62,37
644,3,5,55,81,30,43,93,68,18,24,88,7,58,33,83,45,96,20,70,26
645,74,100,49,36,87,62,11,8,59,84,77,1,51,14,64,39,89,42,92,17
646,33,46,96,71,21,14,65,90,40,27,67,4,55,29,80,23,74,48,99,36
647,77,52,2,3,53,78,28,40,91,66,86,10,61,19,70,44,95,32,82,6
648,15,21,72,97,47,34,85,59,9,12,57,38,89,13,63,0,51,25,76,29
649,62,88,37,50,100,75,25,18,69,94,79,3,54,16,66,41,92,10,60,35
650,44,31,81,56,6,4,55,80,29,42,85,47,98,22,73,46,96,21,71,8
651,92,67,17,23,74,99,48,36,86,61,59,33,84,14,65,40,90,27,77,2
652,10,7,58,83,33,45,96,70,20,14,52,5,55,30,81,43,93,18,68,36
653,64,89,39,26,77,51,1,1,51,76,87,11,62,24,74,49,100,1,51,26
654,26,38,89,64,13,19,70,95,45,32,76,38,89,13,64,32,83,7,57,19
655,83,57,7,10,61,86,35,48,98,73,70,45,95,48,98,23,73,10,61,35
656,23,16,67,92,42,29,79,54,4,5,86,16,67,42,92,29,79,4,54,27
657,56,81,31,43,94,68,18,24,75,100,78,2,53,15,65,40,90,8,59,34
658,49,37,87,62,12,8,59,84,34,46,84,46,97,21,72,24,75,49,100,37
659,97,72,21,15,65,90,40,27,78,53,87,12,62,43,94,18,68,5,56,31
660,2,1,52,77,27,39,90,64,14,20,81,39,90,14,64,1,52,27,77,20
